date,day_of_week,resting_hr,total_steps,total_sleep,sleep_hours,deep_ratio,rem_ratio,sleep_deficit,sleep_start_time,wake_time,sleep_midpoint,sleep_start_hour,wake_hour,avg_hr_day,hr_std_day,hr_deviation,stress_index,activity_load,is_weekend,mood_score,productivity_score
2016-03-28,0,,1905,,,0.25,0.19,,,,,,,,,,,0.1,0,,
2016-03-28,0,,8,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-29,1,,5137,,,0.25,0.19,,,,,,,,,,,0.16,0,,
2016-03-29,1,,5643,702.0,11.71,0.25,0.19,-223.0,2016-03-29 04:12:00,2016-03-29 15:54:30,10:03:15,4.0,15.0,,,,,0.22,0,,
2016-03-29,1,,12041,2593.0,43.22,0.25,0.19,-2113.0,2016-03-29 08:21:30,2016-03-31 03:34:30,05:58:00,8.0,3.0,,,,,0.38,0,,
2016-03-29,1,53.0,10272,85.0,1.42,0.25,0.19,395.0,2016-03-29 22:13:00,2016-03-29 23:38:00,22:55:30,22.0,23.0,71.26,11.55,18.26,0.214,0.33,0,,
2016-03-29,1,,1552,,,0.25,0.19,,,,,,,,,,,0.07,0,,
2016-03-29,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-29,1,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-29,1,,4152,,,0.25,0.19,,,,,,,,,,,0.19,0,,
2016-03-29,1,,2303,219.0,3.65,0.25,0.19,261.0,2016-03-29 01:43:00,2016-03-29 05:22:00,03:32:30,1.0,5.0,,,,,0.16,0,,
2016-03-29,1,,6506,1150.0,19.17,0.25,0.19,-670.0,2016-03-29 05:57:30,2016-03-30 01:07:30,15:32:30,5.0,1.0,,,,,0.26,0,,
2016-03-30,2,,2600,,,0.25,0.19,,,,,,,,,,,0.16,0,,
2016-03-30,2,,5419,,,0.25,0.19,,,,,,,,,,,0.14,0,,
2016-03-30,2,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-30,2,,7583,167.0,2.78,0.25,0.19,313.0,2016-03-30 23:48:00,2016-03-31 02:35:00,01:11:30,23.0,2.0,,,,,0.26,0,,
2016-03-30,2,,5400,1090.0,18.17,0.25,0.19,-610.0,2016-03-30 09:29:30,2016-03-31 03:39:30,18:34:30,9.0,3.0,,,,,0.26,0,,
2016-03-30,2,,10970,,,0.25,0.19,,,,,,,,,,,0.34,0,,
2016-03-30,2,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-30,2,51.0,15491,197.0,3.28,0.25,0.19,283.0,2016-03-30 00:07:00,2016-03-30 03:24:00,01:45:30,0.0,3.0,74.98,14.94,23.98,0.2873,0.48,0,,
2016-03-30,2,,9043,106.0,1.77,0.25,0.19,374.0,2016-03-30 06:07:00,2016-03-30 07:53:00,07:00:00,6.0,7.0,,,,,0.28,0,,
2016-03-30,2,51.0,10533,157.0,2.62,0.25,0.19,323.0,2016-03-30 02:24:00,2016-03-30 05:01:00,03:42:30,2.0,5.0,72.84,15.11,21.84,0.2906,0.39,0,,
2016-03-30,2,,1675,,,0.25,0.19,,,,,,,,,,,0.08,0,,
2016-03-31,3,,4804,58.0,0.97,0.25,0.19,422.0,2016-03-31 09:36:00,2016-03-31 10:34:00,10:05:00,9.0,10.0,,,,,0.24,0,,
2016-03-31,3,48.0,14097,125.0,2.08,0.25,0.19,355.0,2016-03-31 03:29:30,2016-03-31 05:34:30,04:32:00,3.0,5.0,80.82,25.17,32.82,0.5137,0.45,0,,
2016-03-31,3,,6963,196.0,3.27,0.25,0.19,284.0,2016-03-31 02:37:00,2016-03-31 05:53:00,04:15:00,2.0,5.0,,,,,0.26,0,,
2016-03-31,3,,7428,96.0,1.6,0.25,0.19,384.0,2016-03-31 05:38:30,2016-03-31 07:14:30,06:26:30,5.0,7.0,,,,,0.38,0,,
2016-03-31,3,51.0,6760,885.0,14.75,0.25,0.19,-405.0,2016-03-31 07:02:00,2016-03-31 21:47:00,14:24:30,7.0,21.0,70.71,10.11,19.71,0.1943,0.25,0,,
2016-03-31,3,,4506,,,0.25,0.19,,,,,,,,,,,0.17,0,,
2016-03-31,3,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-31,3,,8144,44.0,0.73,0.25,0.19,436.0,2016-03-31 23:51:30,2016-04-01 00:35:30,00:13:30,23.0,0.0,,,,,0.29,0,,
2016-03-31,3,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-31,3,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-03-31,3,,12256,105.0,1.75,0.25,0.19,375.0,2016-03-31 05:16:30,2016-03-31 07:01:30,06:09:00,5.0,7.0,,,,,0.36,0,,
2016-04-01,4,,4636,,,0.25,0.19,,,,,,,,,,,0.62,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-01,4,,5785,,,0.25,0.19,,,,,,,,,,,0.31,0,,
2016-04-01,4,,2605,101.0,1.68,0.25,0.19,379.0,2016-04-01 04:37:30,2016-04-01 06:18:30,05:28:00,4.0,6.0,,,,,0.17,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-01,4,,4499,54.0,0.9,0.25,0.19,426.0,2016-04-01 04:07:00,2016-04-01 05:01:00,04:34:00,4.0,5.0,,,,,0.17,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-01,4,53.0,8328,197.0,3.28,0.25,0.19,283.0,2016-04-01 01:00:00,2016-04-01 04:17:00,02:38:30,1.0,4.0,69.23,9.32,16.23,0.1727,0.28,0,,
2016-04-01,4,,890,,,0.25,0.19,,,,,,,,,,,0.04,0,,
2016-04-01,4,,3271,113.0,1.88,0.25,0.19,367.0,2016-04-01 05:01:00,2016-04-01 06:54:00,05:57:30,5.0,6.0,,,,,0.2,0,,
2016-04-01,4,,6847,,,0.25,0.19,,,,,,,,,,,0.3,0,,
2016-04-01,4,46.0,5351,996.0,16.6,0.25,0.19,-516.0,2016-04-01 06:57:00,2016-04-01 23:33:00,15:15:00,6.0,23.0,78.87,16.58,32.87,0.3527,0.29,0,,
2016-04-01,4,,4317,79.0,1.32,0.25,0.19,401.0,2016-04-01 04:15:00,2016-04-01 05:34:00,04:54:30,4.0,5.0,,,,,0.21,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,1.32,0,,
2016-04-01,4,,9343,1024.0,17.08,0.25,0.19,-544.0,2016-04-01 06:19:30,2016-04-01 23:24:00,14:51:45,6.0,23.0,,,,,0.35,0,,
2016-04-01,4,61.0,5336,,,0.25,0.19,,,,,,,83.32,9.29,22.32,0.1499,0.26,0,,
2016-04-01,4,53.0,13603,,,0.25,0.19,,,,,,,88.56,22.08,35.56,0.4089,0.46,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-01,4,50.0,10467,1368.0,22.81,0.25,0.19,-888.0,2016-04-01 02:25:30,2016-04-02 01:14:00,13:49:45,2.0,1.0,75.63,17.37,25.63,0.3406,0.37,0,,
2016-04-01,4,,6633,,,0.25,0.19,,,,,,,,,,,0.28,0,,
2016-04-01,4,53.0,18700,,,0.25,0.19,,,,,,,83.52,28.86,30.52,0.5344,0.45,0,,
2016-04-01,4,54.0,12409,82.0,1.37,0.25,0.19,398.0,2016-04-01 00:48:00,2016-04-01 02:10:00,01:29:00,0.0,2.0,77.54,18.31,23.54,0.3329,0.41,0,,
2016-04-01,4,62.0,7225,42.0,0.7,0.25,0.19,438.0,2016-04-01 23:51:00,2016-04-02 00:33:00,00:12:00,23.0,0.0,103.76,12.83,41.76,0.2036,0.34,0,,
2016-04-01,4,,2174,,,0.25,0.19,,,,,,,,,,,0.11,0,,
2016-04-01,4,,9218,,,0.25,0.19,,,,,,,,,,,0.22,0,,
2016-04-01,4,61.0,11680,,,0.25,0.19,,,,,,,86.14,13.07,25.14,0.2109,0.41,0,,
2016-04-01,4,,11463,261.0,4.35,0.25,0.19,219.0,2016-04-01 23:59:00,2016-04-02 04:20:00,02:09:30,23.0,4.0,,,,,0.33,0,,
2016-04-01,4,51.0,4592,129.0,2.15,0.25,0.19,351.0,2016-04-01 06:30:30,2016-04-01 08:39:30,07:35:00,6.0,8.0,74.57,12.09,23.57,0.2324,0.2,0,,
2016-04-01,4,,7165,158.0,2.63,0.25,0.19,322.0,2016-04-01 22:05:00,2016-04-02 00:43:00,23:24:00,22.0,0.0,,,,,0.27,0,,
2016-04-01,4,,12262,1064.0,17.73,0.25,0.19,-584.0,2016-04-01 08:21:30,2016-04-02 02:05:30,17:13:30,8.0,2.0,,,,,0.38,0,,
2016-04-01,4,,14179,147.0,2.45,0.25,0.19,333.0,2016-04-01 01:32:00,2016-04-01 03:59:00,02:45:30,1.0,3.0,,,,,0.46,0,,
2016-04-01,4,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-01,4,53.0,7444,1038.0,17.3,0.25,0.19,-558.0,2016-04-01 05:17:00,2016-04-01 22:35:00,13:56:00,5.0,22.0,78.71,12.81,25.71,0.2373,0.29,0,,
2016-04-01,4,37.0,10461,116.0,1.93,0.25,0.19,364.0,2016-04-01 00:35:00,2016-04-01 02:31:00,01:33:00,0.0,2.0,64.85,20.46,27.85,0.5384,0.5,0,,
2016-04-02,5,,4126,,,0.25,0.19,,,,,,,,,,,0.72,1,,
2016-04-02,5,,2101,,,0.25,0.19,,,,,,,,,,,0.14,1,,
2016-04-02,5,65.0,1988,5372.0,89.53,0.25,0.19,-4892.0,2016-04-02 07:19:00,2016-04-06 00:51:00,04:05:00,7.0,0.0,87.1,9.13,22.1,0.1383,0.08,1,,
2016-04-02,5,,1556,,,0.25,0.19,,,,,,,,,,,0.09,1,,
2016-04-02,5,,5367,,,0.25,0.19,,,,,,,,,,,0.26,1,,
2016-04-02,5,54.0,12437,995.0,16.58,0.25,0.19,-515.0,2016-04-02 08:05:00,2016-04-03 00:40:00,16:22:30,8.0,0.0,79.89,21.9,25.89,0.3982,0.42,1,,
2016-04-02,5,,3494,,,0.25,0.19,,,,,,,,,,,0.17,1,,
2016-04-02,5,,7618,69.0,1.15,0.25,0.19,411.0,2016-04-02 04:44:00,2016-04-02 05:53:00,05:18:30,4.0,5.0,,,,,0.31,1,,
2016-04-02,5,48.0,4299,169.0,2.82,0.25,0.19,311.0,2016-04-02 05:35:00,2016-04-02 08:24:00,06:59:30,5.0,8.0,72.5,15.87,24.5,0.3239,0.2,1,,
2016-04-02,5,59.0,10976,41.0,0.68,0.25,0.19,439.0,2016-04-02 21:13:00,2016-04-02 21:54:00,21:33:30,21.0,21.0,85.87,16.82,26.87,0.2803,0.33,1,,
2016-04-02,5,53.0,3183,104.0,1.73,0.25,0.19,376.0,2016-04-02 22:35:00,2016-04-03 00:19:00,23:27:00,22.0,0.0,75.79,8.71,22.79,0.1612,0.17,1,,
2016-04-02,5,,87,132.0,2.2,0.25,0.19,348.0,2016-04-02 06:14:00,2016-04-02 08:26:00,07:20:00,6.0,8.0,,,,,0.0,1,,
2016-04-02,5,,3358,415.0,6.92,0.25,0.19,65.0,2016-04-02 15:02:30,2016-04-02 21:57:30,18:30:00,15.0,21.0,,,,,0.14,1,,
2016-04-02,5,,20188,,,0.25,0.19,,,,,,,,,,,0.58,1,,
2016-04-02,5,,7625,,,0.25,0.19,,,,,,,,,,,0.42,1,,
2016-04-02,5,60.0,8452,,,0.25,0.19,,,,,,,89.29,11.63,29.29,0.1907,0.4,1,,
2016-04-02,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-02,5,,9548,,,0.25,0.19,,,,,,,,,,,0.4,1,,
2016-04-02,5,49.0,5477,,,0.25,0.19,,,,,,,72.07,10.25,23.07,0.205,0.24,1,,
2016-04-02,5,,20237,,,0.25,0.19,,,,,,,,,,,0.73,1,,
2016-04-02,5,53.0,2937,75.0,1.25,0.25,0.19,405.0,2016-04-02 10:48:30,2016-04-02 12:03:30,11:26:00,10.0,12.0,64.29,6.24,11.29,0.1156,0.18,1,,
2016-04-02,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-02,5,58.0,27572,,,0.25,0.19,,,,,,,94.6,30.48,36.6,0.5166,0.66,1,,
2016-04-02,5,58.0,15459,209.0,3.48,0.25,0.19,271.0,2016-04-02 00:53:30,2016-04-02 04:22:30,02:38:00,0.0,4.0,81.78,13.49,23.78,0.2286,0.51,1,,
2016-04-02,5,,8405,140.0,2.33,0.25,0.19,340.0,2016-04-02 05:38:00,2016-04-02 07:58:00,06:48:00,5.0,7.0,,,,,0.31,1,,
2016-04-02,5,,11248,101.0,1.68,0.25,0.19,379.0,2016-04-02 05:18:30,2016-04-02 06:59:30,06:09:00,5.0,6.0,,,,,0.39,1,,
2016-04-02,5,57.0,1229,886.0,14.76,0.25,0.19,-406.0,2016-04-02 06:46:30,2016-04-02 21:32:00,14:09:15,6.0,21.0,65.78,5.54,8.78,0.0955,0.07,1,,
2016-04-02,5,,10328,115.0,1.92,0.25,0.19,365.0,2016-04-02 04:07:00,2016-04-02 06:02:00,05:04:30,4.0,6.0,,,,,0.43,1,,
2016-04-02,5,,5406,4006.0,66.78,0.25,0.19,-3527.0,2016-04-02 08:39:30,2016-04-05 03:26:00,18:02:45,8.0,3.0,,,,,0.27,1,,
2016-04-02,5,,2214,,,0.25,0.19,,,,,,,,,,,0.2,1,,
2016-04-02,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-02,5,53.0,19658,170.0,2.83,0.25,0.19,310.0,2016-04-02 01:22:00,2016-04-02 04:12:00,02:47:00,1.0,4.0,77.41,16.8,24.41,0.311,0.54,1,,
2016-04-02,5,,5662,80.0,1.33,0.25,0.19,400.0,2016-04-02 04:04:00,2016-04-02 05:24:00,04:44:00,4.0,5.0,,,,,0.27,1,,
2016-04-02,5,40.0,14873,1052.0,17.54,0.25,0.19,-573.0,2016-04-02 05:28:00,2016-04-02 23:00:30,14:14:15,5.0,23.0,68.62,22.48,28.62,0.5482,0.83,1,,
2016-04-02,5,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,49.0,11144,,,0.25,0.19,,,,,,,74.4,13.88,25.4,0.2776,0.4,1,,
2016-04-03,6,,2308,117.0,1.95,0.25,0.19,363.0,2016-04-03 00:04:00,2016-04-03 02:01:00,01:02:30,0.0,2.0,,,,,0.12,1,,
2016-04-03,6,,9152,962.0,16.04,0.25,0.19,-483.0,2016-04-03 06:02:30,2016-04-03 22:05:00,14:03:45,6.0,22.0,,,,,0.34,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,,10016,90.0,1.5,0.25,0.19,390.0,2016-04-03 05:45:00,2016-04-03 07:15:00,06:30:00,5.0,7.0,,,,,0.42,1,,
2016-04-03,6,,11508,58.0,0.97,0.25,0.19,422.0,2016-04-03 01:06:00,2016-04-03 02:04:00,01:35:00,1.0,2.0,,,,,0.41,1,,
2016-04-03,6,,4706,,,0.25,0.19,,,,,,,,,,,0.3,1,,
2016-04-03,6,51.0,15260,,,0.25,0.19,,,,,,,97.86,31.82,46.86,0.6119,0.61,1,,
2016-04-03,6,,2380,,,0.25,0.19,,,,,,,,,,,0.13,1,,
2016-04-03,6,54.0,7485,215.0,3.58,0.25,0.19,265.0,2016-04-03 03:40:00,2016-04-03 07:15:00,05:27:30,3.0,7.0,75.25,11.43,21.25,0.2079,0.32,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,,7640,,,0.25,0.19,,,,,,,,,,,0.35,1,,
2016-04-03,6,,3198,285.0,4.75,0.25,0.19,195.0,2016-04-03 22:13:00,2016-04-04 02:58:00,00:35:30,22.0,2.0,,,,,0.15,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,49.0,7238,167.0,2.78,0.25,0.19,313.0,2016-04-03 02:52:00,2016-04-03 05:39:00,04:15:30,2.0,5.0,78.62,12.29,29.62,0.2458,0.3,1,,
2016-04-03,6,56.0,6176,194.0,3.23,0.25,0.19,286.0,2016-04-03 00:21:00,2016-04-03 03:35:00,01:58:00,0.0,3.0,76.91,10.34,20.91,0.1813,0.29,1,,
2016-04-03,6,,25701,,,0.25,0.19,,,,,,,,,,,0.66,1,,
2016-04-03,6,,3146,,,0.25,0.19,,,,,,,,,,,0.17,1,,
2016-04-03,6,,12116,870.0,14.49,0.25,0.19,-390.0,2016-04-03 07:41:00,2016-04-03 22:10:30,14:55:45,7.0,22.0,,,,,0.45,1,,
2016-04-03,6,,12912,,,0.25,0.19,,,,,,,,,,,0.49,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,50.0,1515,72.0,1.2,0.25,0.19,408.0,2016-04-03 09:35:00,2016-04-03 10:47:00,10:11:00,9.0,10.0,62.16,6.45,12.16,0.1265,0.09,1,,
2016-04-03,6,,8223,239.0,3.98,0.25,0.19,241.0,2016-04-03 04:04:30,2016-04-03 08:03:30,06:04:00,4.0,8.0,,,,,0.37,1,,
2016-04-03,6,42.0,9917,1104.0,18.39,0.25,0.19,-624.0,2016-04-03 04:23:30,2016-04-03 22:47:00,13:35:15,4.0,22.0,63.06,18.08,21.06,0.4204,0.47,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.1,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,,2910,,,0.25,0.19,,,,,,,,,,,0.16,1,,
2016-04-03,6,70.0,1577,,,0.25,0.19,,,,,,,87.87,9.75,17.87,0.1373,0.04,1,,
2016-04-03,6,,0,,,0.25,0.19,,,,,,,,,,,0.0,1,,
2016-04-03,6,,2841,939.0,15.65,0.25,0.19,-459.0,2016-04-03 21:11:00,2016-04-04 12:50:00,05:00:30,21.0,12.0,,,,,0.14,1,,
2016-04-03,6,,1949,,,0.25,0.19,,,,,,,,,,,0.05,1,,
2016-04-03,6,53.0,6107,123.0,2.05,0.25,0.19,357.0,2016-04-03 05:06:30,2016-04-03 07:09:30,06:08:00,5.0,7.0,79.62,11.67,26.62,0.2162,0.26,1,,
2016-04-03,6,53.0,12307,903.0,15.05,0.25,0.19,-423.0,2016-04-03 07:48:00,2016-04-03 22:51:00,15:19:30,7.0,22.0,75.53,14.03,22.53,0.2599,0.36,1,,
2016-04-03,6,59.0,16806,2864.0,47.72,0.25,0.19,-2384.0,2016-04-03 13:16:30,2016-04-05 13:00:00,13:08:15,13.0,13.0,92.21,21.06,33.21,0.351,0.6,1,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,54.0,15313,,,0.25,0.19,,,,,,,78.3,17.63,24.3,0.3205,0.46,0,,
2016-04-04,0,55.0,8205,,,0.25,0.19,,,,,,,78.01,12.06,23.01,0.2154,0.37,0,,
2016-04-04,0,,6101,,,0.25,0.19,,,,,,,,,,,0.28,0,,
2016-04-04,0,,7810,132.0,2.2,0.25,0.19,348.0,2016-04-04 03:06:30,2016-04-04 05:18:30,04:12:30,3.0,5.0,,,,,0.29,0,,
2016-04-04,0,,6679,123.0,2.05,0.25,0.19,357.0,2016-04-04 03:01:00,2016-04-04 05:04:00,04:02:30,3.0,5.0,,,,,0.26,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,59.0,15266,,,0.25,0.19,,,,,,,89.27,14.99,30.27,0.2498,0.54,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,13935,1016.0,16.93,0.25,0.19,-536.0,2016-04-04 04:04:00,2016-04-04 21:00:00,12:32:00,4.0,21.0,,,,,0.57,0,,
2016-04-04,0,54.0,20779,,,0.25,0.19,,,,,,,88.14,30.93,34.14,0.5624,0.47,0,,
2016-04-04,0,,3159,,,0.25,0.19,,,,,,,,,,,0.15,0,,
2016-04-04,0,52.0,8921,91.0,1.52,0.25,0.19,389.0,2016-04-04 22:31:30,2016-04-05 00:02:30,23:17:00,22.0,0.0,71.36,15.55,19.36,0.2934,0.3,0,,
2016-04-04,0,57.0,18952,112.0,1.87,0.25,0.19,368.0,2016-04-04 03:05:00,2016-04-04 04:57:00,04:01:00,3.0,4.0,78.91,15.37,21.91,0.265,0.59,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,54.0,10254,94.0,1.57,0.25,0.19,386.0,2016-04-04 01:33:30,2016-04-04 03:07:30,02:20:30,1.0,3.0,75.47,14.0,21.47,0.2546,0.34,0,,
2016-04-04,0,41.0,7401,114.0,1.9,0.25,0.19,366.0,2016-04-04 01:09:00,2016-04-04 03:03:00,02:06:00,1.0,3.0,65.14,18.99,24.14,0.4521,0.45,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,5861,,,0.25,0.19,,,,,,,,,,,0.31,0,,
2016-04-04,0,,9713,,,0.25,0.19,,,,,,,,,,,0.42,0,,
2016-04-04,0,46.0,3821,122.0,2.03,0.25,0.19,358.0,2016-04-04 06:13:00,2016-04-04 08:15:00,07:14:00,6.0,8.0,72.2,11.94,26.2,0.2541,0.18,0,,
2016-04-04,0,,17395,,,0.25,0.19,,,,,,,,,,,0.52,0,,
2016-04-04,0,55.0,8468,,,0.25,0.19,,,,,,,87.82,11.52,32.82,0.2057,0.31,0,,
2016-04-04,0,53.0,6429,98.0,1.63,0.25,0.19,382.0,2016-04-04 06:50:00,2016-04-04 08:28:00,07:39:00,6.0,8.0,79.42,11.62,26.42,0.2152,0.25,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,10067,147.0,2.45,0.25,0.19,333.0,2016-04-04 01:42:00,2016-04-04 04:09:00,02:55:30,1.0,4.0,,,,,0.41,0,,
2016-04-04,0,,11943,45.0,0.75,0.25,0.19,435.0,2016-04-04 04:26:30,2016-04-04 05:11:30,04:49:00,4.0,5.0,,,,,0.43,0,,
2016-04-04,0,,2422,,,0.25,0.19,,,,,,,,,,,0.11,0,,
2016-04-04,0,,0,,,0.25,0.19,,,,,,,,,,,0.0,0,,
2016-04-04,0,,2352,125.0,2.08,0.25,0.19,355.0,2016-04-04 07:06:00,2016-04-04 09:11:00,08:08:30,7.0,9.0,,,,,0.13,0,,
2016-04-04,0,,18464,,,0.25,0.19,,,,,,,,,,,0.27,0,,
2016-04-04,0,,2819,,,0.25,0.19,,,,,,,,,,,0.11,0,,
2016-04-04,0,,14557,70.0,1.17,0.25,0.19,410.0,2016-04-04 05:48:00,2016-04-04 06:58:00,06:23:00,5.0,6.0,,,,,0.45,0,,
2016-04-05,1,,4239,1048.0,17.48,0.25,0.19,-569.0,2016-04-05 10:15:00,2016-04-06 03:43:30,18:59:15,10.0,3.0,,,,,0.25,0,,
2016-04-05,1,,4460,,,0.25,0.19,,,,,,,,,,,0.25,0,,
